"subid","run","trial_number","block_type","congruence","trial_type","RT"
510,3,11,2,NA,1,0
510,3,12,2,NA,1,0.899644136428833
510,3,13,2,NA,1,0.858665227890015
510,3,14,2,NA,1,0.806527137756348
510,3,15,2,NA,1,0.818718433380127
510,3,16,2,NA,1,0.863308906555176
510,3,17,2,NA,1,1.01910948753357
510,3,18,2,NA,1,0.920062303543091
510,3,19,2,NA,2,1.03531670570374
510,3,20,2,NA,1,0.638885259628296
510,3,21,2,NA,1,0.547545433044434
510,3,22,2,NA,1,0.87159538269043
510,3,23,2,NA,1,0.859622478485107
510,3,24,2,NA,1,0.831608295440674
510,3,25,2,NA,1,0.93476939201355
510,3,26,2,NA,1,0
510,3,27,2,NA,1,0.870152235031128
510,3,28,2,NA,1,0
510,3,29,2,NA,2,1.25112128257751
510,3,30,2,NA,1,0.87961745262146
510,3,31,2,NA,1,0.871843338012695
510,3,32,2,NA,1,1.30049824714661
510,3,33,2,NA,1,1.3567214012146
510,3,34,2,NA,1,0.987835645675659
510,3,35,2,NA,1,0
510,3,36,2,NA,2,1.04275894165039
510,3,37,2,NA,1,0.905745267868042
510,3,38,2,NA,1,0
510,3,39,2,NA,2,0.861845254898071
510,3,40,2,NA,1,0.949176073074341
510,3,41,2,NA,1,0.929888963699341
510,3,42,2,NA,1,0.81308126449585
510,3,43,2,NA,2,0.793640375137329
510,3,44,2,NA,1,1.12579274177551
510,3,45,2,NA,1,0.937280416488647
510,3,46,2,NA,1,0.765681743621826
510,3,47,2,NA,2,1.19340062141418
510,3,48,2,NA,2,0.789799690246582
510,3,49,2,NA,1,0.874579191207886
510,3,50,2,NA,1,0.950178384780884
510,3,51,2,NA,2,1.34623503684998
510,3,52,2,NA,1,0.993788719177246
510,3,53,2,NA,1,0.881359338760376
510,3,54,2,NA,1,0.740761280059814
510,3,55,2,NA,2,0.824690341949463
510,3,56,2,NA,2,1.01248812675476
510,3,57,2,NA,2,0.920174837112427
510,3,58,2,NA,1,0.84783411026001
510,3,59,2,NA,1,0.923930406570435
510,3,60,2,NA,1,0.77114725112915
510,4,1,2,1,1,0.662101745605469
510,4,2,2,1,2,0.810637474060059
510,4,3,2,1,2,0.878775358200073
510,4,4,2,1,1,0.947484254837036
510,4,5,2,1,1,1.07867431640625
510,4,6,2,1,1,0.78668212890625
510,4,7,2,1,1,1.40766048431396
510,4,8,2,1,2,0.883125066757202
510,4,9,2,1,1,0.751726388931274
510,4,10,2,1,2,0.652355909347534
510,4,11,2,1,1,0.864416837692261
510,4,12,2,1,1,0.951439380645752
510,4,13,2,1,1,0.995522260665894
510,4,14,2,1,1,0
510,4,15,2,1,1,1.13949847221375
510,4,16,2,1,2,1.10294628143311
510,4,17,2,1,1,1.2590594291687
510,4,18,2,1,1,0.83038330078125
510,4,19,2,1,1,0.843085527420044
510,4,20,2,1,1,0.94322657585144
510,4,21,2,1,1,0.849043607711792
510,4,22,2,1,2,0.781406879425049
510,4,23,2,1,1,0.760915279388428
510,4,24,2,1,1,1.33254551887512
510,4,25,2,1,1,1.19206023216248
510,4,26,2,1,1,1.35533833503723
510,4,27,2,1,2,1.62157940864563
510,4,28,2,1,1,0
510,4,29,2,1,1,1.42361259460449
510,4,30,2,1,1,0
